# {"t_start": 1755705826.1284919, "env_id": "Office-new-multiple-v0"} 
r,l,t
1.0,42,567.925288
0.0,6,567.93163
1.0,68,567.955509
0.0,4,567.98343
1.0,104,568.03632
0.0,25,568.050923
1.0,8,568.062009
0.0,10,568.075141
1.0,47,568.09511
0.0,9,568.105998
0.0,27,568.120483
0.0,99,568.146317
1.0,41,568.165818
0.0,2,568.178503
1.0,64,568.201669
0.0,58,568.23006
1.0,55,568.253078
0.0,14,568.264175
1.0,48,568.278084
0.0,7,568.284446
0.0,5,568.296777
0.0,3,568.309236
1.0,31,568.322098
0.0,15,568.333631
0.0,12,568.346824
0.0,66,568.363267
0.0,19,568.379739
0.0,52,568.397887
1.0,35,568.418036
0.0,5,568.429026
1.0,22,568.439291
0.0,23,568.464945
0.0,1,568.489651
0.0,31,568.504037
0.0,9,568.514953
0.0,32,568.529289
1.0,47,568.550031
1.0,59,568.559565
1.0,78,568.58444
0.0,45,568.599627
0.0,11,568.629058
0.0,77,568.6505
1.0,105,568.705123
1.0,21,568.712595
1.0,13,568.721854
0.0,5,568.732504
0.0,86,568.781565
0.0,15,568.810902
0.0,11,568.826403
0.0,7,568.839572
1.0,117,568.890418
0.0,5,568.897122
1.0,20,568.907053
0.0,11,568.922458
1.0,82,568.948757
1.0,17,568.957788
1.0,24,568.970125
0.0,14,568.983607
1.0,66,569.007975
0.0,88,569.030525
0.0,2,569.043355
0.0,3,569.049429
1.0,8,569.060309
0.0,11,569.089315
0.0,110,569.143709
0.0,30,569.153294
0.0,41,569.173337
0.0,13,569.182272
1.0,7,569.193476
0.0,19,569.209707
1.0,123,569.268626
0.0,8,569.280096
1.0,37,569.299829
0.0,4,569.310249
1.0,96,569.365051
0.0,14,569.377257
1.0,42,569.398385
0.0,22,569.410191
1.0,103,569.464949
0.0,49,569.482109
1.0,59,569.505996
1.0,80,569.52671
1.0,99,569.581159
0.0,49,569.599027
1.0,34,569.618505
0.0,8,569.627414
1.0,28,569.647298
0.0,8,569.657865
0.0,14,569.674057
0.0,21,569.687799
0.0,65,569.73258
1.0,91,569.755777
1.0,29,569.775587
0.0,17,569.789062
1.0,48,569.809473
0.0,42,569.824822
1.0,53,569.848961
0.0,55,569.881531
0.0,10,569.894983
1.0,18,569.907045
0.0,25,569.919174
0.0,133,569.956576
1.0,79,569.982722
0.0,23,570.009264
1.0,60,570.032035
1.0,26,570.04458
1.0,55,570.067733
0.0,99,570.087126
1.0,29,570.107522
1.0,15,570.117265
0.0,1,570.143041
0.0,19,570.158391
1.0,66,570.18393
0.0,7,570.197498
1.0,24,570.210322
1.0,45,570.228486
0.0,14,570.257896
0.0,32,570.272599
0.0,27,570.312958
0.0,76,570.35107
0.0,16,570.360091
0.0,21,570.372201
0.0,13,570.388376
0.0,11,570.399761
1.0,8,570.410971
0.0,76,570.424378
1.0,49,570.448167
0.0,13,570.458999
0.0,26,570.475763
0.0,2,570.483902
0.0,24,570.499972
0.0,11,570.512856
1.0,12,570.524209
0.0,37,570.555064
0.0,8,570.563451
0.0,13,570.574626
1.0,12,570.58608
1.0,34,570.59651
1.0,38,570.616304
0.0,66,570.629019
0.0,12,570.645779
1.0,64,570.666949
0.0,3,570.682431
0.0,3,570.692479
0.0,24,570.708727
1.0,12,570.720211
1.0,52,570.744575
1.0,40,570.752598
1.0,10,570.761334
1.0,14,570.770366
1.0,72,570.792562
0.0,6,570.800771
0.0,20,570.812332
0.0,25,570.840519
0.0,6,570.850789
0.0,15,570.877228
1.0,16,570.895934
0.0,23,570.910077
1.0,116,570.966472
0.0,25,570.981799
1.0,36,570.995168
0.0,28,571.009322
1.0,9,571.020234
0.0,8,571.049943
1.0,7,571.060614
0.0,20,571.069934
0.0,36,571.088057
0.0,23,571.102596
1.0,41,571.1165
0.0,9,571.127648
0.0,30,571.142814
0.0,13,571.151486
1.0,65,571.175233
0.0,14,571.204072
0.0,2,571.217002
0.0,30,571.232046
1.0,44,571.25334
1.0,63,571.265623
0.0,29,571.306753
1.0,31,571.317511
1.0,29,571.338158
0.0,83,571.377546
0.0,66,571.423419
0.0,33,571.439003
1.0,72,571.458952
0.0,13,571.470335
1.0,100,571.523675
0.0,14,571.535558
1.0,113,571.58628
0.0,13,571.599346
0.0,16,571.615581
0.0,40,571.631269
0.0,17,571.648135
0.0,11,571.678946
0.0,28,571.695459
0.0,3,571.707921
1.0,15,571.719577
0.0,12,571.72634
0.0,2,571.755441
0.0,118,571.796159
1.0,29,571.815794
0.0,41,571.847158
1.0,7,571.857977
0.0,35,571.865929
1.0,116,571.918775
0.0,21,571.931002
1.0,50,571.952223
0.0,3,571.980489
0.0,11,572.009083
0.0,124,572.053146
1.0,34,572.066043
0.0,31,572.093049
1.0,56,572.117266
0.0,35,572.127982
0.0,8,572.141731
0.0,27,572.14904
1.0,44,572.168724
0.0,2,572.179519
1.0,11,572.190661
0.0,32,572.20299
0.0,100,572.258072
0.0,20,572.270737
1.0,16,572.283409
0.0,16,572.29476
1.0,69,572.319744
0.0,27,572.334865
1.0,70,572.357025
0.0,7,572.383934
0.0,29,572.399387
0.0,27,572.427113
1.0,32,572.440924
0.0,19,572.450224
0.0,34,572.465186
0.0,10,572.479409
0.0,6,572.492571
0.0,12,572.522027
1.0,35,572.543169
0.0,51,572.564251
0.0,12,572.597104
0.0,10,572.610603
1.0,127,572.663956
0.0,7,572.677506
0.0,32,572.709736
0.0,6,572.720129
0.0,91,572.76985
0.0,3,572.778722
0.0,54,572.799505
0.0,8,572.808185
1.0,48,572.82938
0.0,19,572.858737
1.0,30,572.878737
0.0,9,572.891566
1.0,57,572.912707
1.0,11,572.919291
0.0,9,572.928173
0.0,124,572.961233
1.0,13,572.972907
0.0,16,572.984344
1.0,14,572.99569
0.0,8,573.001935
0.0,53,573.046772
0.0,32,573.06102
0.0,20,573.073177
0.0,62,573.109999
1.0,53,573.134267
0.0,10,573.147441
1.0,15,573.156614
0.0,16,573.185413
0.0,12,573.200894
0.0,12,573.211585
1.0,55,573.236886
1.0,31,573.249399
0.0,14,573.26252
0.0,42,573.273458
1.0,20,573.281385
0.0,13,573.310902
1.0,84,573.337534
0.0,37,573.350053
1.0,15,573.361495
0.0,11,573.388627
1.0,35,573.409516
0.0,50,573.42345
0.0,2,573.43712
0.0,60,573.451274
1.0,18,573.462937
0.0,20,573.474827
1.0,60,573.499461
1.0,27,573.511353
1.0,114,573.565578
0.0,8,573.574723
0.0,12,573.59076
0.0,40,573.603571
1.0,51,573.622265
0.0,31,573.650413
1.0,13,573.661928
0.0,24,573.679111
0.0,98,573.727781
0.0,4,573.741446
1.0,9,573.752301
0.0,36,573.764523
1.0,42,573.785394
0.0,27,573.797253
1.0,42,573.810604
0.0,53,573.82889
0.0,5,573.840383
0.0,21,573.851897
1.0,51,573.870391
0.0,33,573.899536
1.0,109,573.953155
0.0,33,573.963024
1.0,99,574.011582
0.0,120,574.054109
0.0,35,574.073725
0.0,72,574.108787
0.0,13,574.142418
0.0,1,574.152522
1.0,9,574.16353
0.0,42,574.179436
1.0,26,574.198373
1.0,30,574.20639
0.0,3,574.218848
0.0,14,574.230458
1.0,66,574.255288
0.0,40,574.28815
0.0,27,574.304444
1.0,49,574.318537
1.0,32,574.334379
0.0,14,574.363616
0.0,37,574.383994
0.0,64,574.395815
1.0,74,574.420872
0.0,27,574.452197
0.0,32,574.470715
0.0,10,574.495456
0.0,41,574.531389
0.0,5,574.542435
0.0,17,574.557974
1.0,37,574.566169
0.0,24,574.582098
0.0,35,574.589799
1.0,100,574.642919
0.0,10,574.649485
1.0,44,574.662785
0.0,4,574.673134
0.0,73,574.720815
0.0,21,574.735693
1.0,62,574.756994
1.0,20,574.768589
0.0,8,574.779206
0.0,63,574.807803
1.0,66,574.833364
0.0,5,574.839883
1.0,48,574.857539
0.0,7,574.873109
0.0,49,574.896701
0.0,27,574.924535
1.0,46,574.946213
0.0,28,574.962409
0.0,5,574.975525
0.0,5,574.988349
0.0,55,575.010301
1.0,23,575.018302
1.0,18,575.030494
0.0,123,575.079585
0.0,50,575.120065
0.0,7,575.146916
1.0,24,575.15917
0.0,4,575.165024
1.0,42,575.186167
0.0,64,575.220567
0.0,9,575.237108
0.0,93,575.2758
1.0,10,575.288096
0.0,19,575.300222
1.0,18,575.311846
0.0,21,575.325489
1.0,41,575.339953
0.0,5,575.35053
0.0,63,575.399037
1.0,16,575.408349
1.0,102,575.462983
0.0,35,575.476127
0.0,17,575.509074
0.0,1,575.519156
1.0,115,575.576336
0.0,30,575.584644
1.0,32,575.60216
0.0,2,575.610695
0.0,75,575.659265
0.0,58,575.675887
1.0,98,575.727275
0.0,11,575.757282
0.0,17,575.772857
0.0,36,575.80407
0.0,19,575.820688
0.0,10,575.832025
1.0,29,575.849642
1.0,23,575.861618
1.0,79,575.888487
0.0,23,575.903527
1.0,62,575.926415
1.0,17,575.936285
1.0,30,575.953619
0.0,2,575.963603
1.0,37,575.977719
1.0,13,575.985117
0.0,43,576.027375
1.0,82,576.044356
1.0,8,576.055399
0.0,23,576.086428
0.0,84,576.139565
0.0,72,576.160916
1.0,47,576.181277
0.0,61,576.196482
0.0,39,576.24085
0.0,59,576.260143
1.0,9,576.272008
0.0,49,576.28878
0.0,2,576.297117
0.0,8,576.308133
1.0,48,576.332202
0.0,11,576.34343
1.0,37,576.363622
0.0,42,576.394716
1.0,113,576.446648
0.0,13,576.460126
0.0,22,576.493304
0.0,26,576.500756
0.0,59,576.524589
0.0,19,576.539469
1.0,23,576.552097
0.0,64,576.573344
1.0,19,576.58592
0.0,26,576.602449
1.0,51,576.626664
0.0,8,576.640754
1.0,17,576.653194
0.0,12,576.66397
1.0,67,576.684811
0.0,36,576.714504
1.0,33,576.73475
0.0,19,576.763772
1.0,129,576.816579
0.0,11,576.825428
1.0,37,576.846464
0.0,17,576.859751
1.0,17,576.871891
0.0,19,576.883976
0.0,10,576.913548
0.0,49,576.925562
1.0,116,576.980598
0.0,5,576.989165
1.0,116,577.044181
1.0,14,577.053169
1.0,52,577.07743
0.0,19,577.084888
1.0,86,577.110065
0.0,1,577.135942
1.0,37,577.149229
0.0,38,577.179252
1.0,19,577.189085
0.0,28,577.218561
0.0,2,577.227565
0.0,15,577.234785
1.0,58,577.256252
0.0,17,577.267518
1.0,67,577.289804
0.0,37,577.306971
1.0,35,577.324294
0.0,36,577.340094
0.0,18,577.355689
0.0,30,577.36556
1.0,100,577.417058
0.0,56,577.433716
0.0,7,577.462176
0.0,5,577.474719
1.0,99,577.525396
0.0,27,577.540621
1.0,32,577.559564
0.0,2,577.569623
0.0,43,577.612412
0.0,26,577.626419
0.0,27,577.646499
0.0,41,577.658882
0.0,7,577.671469
0.0,13,577.684478
1.0,112,577.734947
0.0,44,577.751206
0.0,63,577.794626
0.0,58,577.83407
0.0,2,577.842543
0.0,2,577.848693
1.0,44,577.86199
0.0,2,577.890746
1.0,12,577.900417
0.0,31,577.91503
1.0,71,577.938378
0.0,6,577.96318
1.0,50,577.983672
0.0,9,577.996619
0.0,24,578.029061
0.0,1,578.035289
1.0,33,578.052317
0.0,10,578.064887
0.0,52,578.109221
0.0,50,578.130274
1.0,55,578.153115
0.0,5,578.161731
0.0,50,578.183287
1.0,45,578.199636
0.0,23,578.212397
0.0,44,578.225919
0.0,5,578.237182
0.0,30,578.252077
0.0,4,578.265235
0.0,35,578.280982
0.0,4,578.287494
1.0,17,578.299644
0.0,2,578.312869
0.0,20,578.325091
1.0,40,578.339687
0.0,30,578.367135
0.0,2,578.380738
0.0,8,578.394563
1.0,45,578.409242
0.0,38,578.422357
1.0,33,578.443457
0.0,59,578.460424
1.0,75,578.484734
0.0,17,578.499286
0.0,22,578.516498
0.0,2,578.52521
1.0,47,578.547604
0.0,8,578.561586
0.0,18,578.579033
0.0,3,578.592449
1.0,117,578.649153
0.0,107,578.69093
1.0,19,578.700944
0.0,31,578.715501
0.0,2,578.72887
0.0,39,578.742372
0.0,3,578.748541
0.0,6,578.754623
1.0,50,578.775789
0.0,9,578.789263
1.0,60,578.814004
0.0,28,578.828783
1.0,126,578.885942
0.0,2,578.914572
0.0,5,578.927182
0.0,22,578.953707
0.0,15,578.982992
0.0,20,579.009113
0.0,50,579.031736
1.0,14,579.038946
1.0,38,579.058614
0.0,13,579.071452
0.0,26,579.103973
0.0,56,579.1139
0.0,2,579.126367
0.0,14,579.140589
1.0,6,579.151435
0.0,14,579.181233
1.0,31,579.194381
0.0,37,579.205389
1.0,39,579.216748
0.0,22,579.223824
0.0,98,579.276177
0.0,3,579.282652
1.0,35,579.302988
0.0,4,579.331983
0.0,29,579.36883
0.0,26,579.383729
0.0,14,579.399244
0.0,25,579.415828
1.0,13,579.427422
0.0,31,579.454932
0.0,42,579.477592
1.0,106,579.496419
0.0,48,579.516803
0.0,30,579.524338
1.0,11,579.536427
0.0,7,579.543087
0.0,19,579.575686
0.0,74,579.593102
1.0,42,579.607111
0.0,47,579.622762
0.0,30,579.643209
0.0,11,579.656688
1.0,73,579.675422
0.0,74,579.693288
1.0,66,579.716143
0.0,1,579.72195
1.0,40,579.743238
1.0,95,579.757698
1.0,34,579.777971
0.0,6,579.784534
0.0,2,579.79714
0.0,19,579.827616
0.0,62,579.852735
0.0,11,579.880278
1.0,98,579.937073
0.0,108,579.961615
0.0,2,579.974198
0.0,43,579.985596
0.0,105,580.040199
0.0,1,580.046298
1.0,37,580.06599
0.0,7,580.072301
0.0,19,580.105593
0.0,10,580.116362
1.0,41,580.13004
0.0,2,580.143598
1.0,15,580.155145
0.0,23,580.185308
0.0,4,580.198492
0.0,26,580.212721
1.0,118,580.26947
0.0,16,580.295758
1.0,40,580.309841
1.0,31,580.321907
0.0,14,580.338419
0.0,2,580.351228
1.0,29,580.370647
0.0,2,580.379045
0.0,33,580.399039
0.0,40,580.414013
1.0,16,580.425346
0.0,11,580.439379
1.0,38,580.457213
0.0,3,580.467366
0.0,38,580.502445
0.0,5,580.514637
1.0,48,580.535423
0.0,46,580.566585
1.0,66,580.588038
0.0,77,580.622208
1.0,35,580.642973
0.0,42,580.658466
0.0,4,580.670794
0.0,2,580.682982
0.0,16,580.698282
0.0,45,580.726
1.0,38,580.740224
0.0,2,580.752914
1.0,60,580.77567
0.0,1,580.785553
0.0,12,580.813696
0.0,19,580.826937
0.0,73,580.877302
0.0,14,580.890865
1.0,102,580.942903
0.0,27,580.954741
1.0,55,580.977593
0.0,125,581.014187
0.0,62,581.05916
0.0,50,581.074424
1.0,30,581.086981
0.0,54,581.100818
0.0,42,581.1206
0.0,36,581.13614
0.0,9,581.164977
0.0,27,581.172161
0.0,30,581.184725
0.0,26,581.198504
1.0,103,581.25279
0.0,2,581.281536
1.0,115,581.335623
0.0,24,581.347769
0.0,110,581.402516
1.0,27,581.410385
0.0,85,581.462256
0.0,5,581.468744
1.0,41,581.489817
0.0,47,581.502852
1.0,39,581.513846
0.0,24,581.523122
1.0,15,581.53496
0.0,54,581.570453
0.0,57,581.594425
0.0,28,581.604696
1.0,37,581.615648
0.0,50,581.631354
0.0,84,581.685352
0.0,68,581.722641
1.0,31,581.743043
1.0,56,581.757362
0.0,79,581.804432
0.0,12,581.833516
1.0,24,581.844452
0.0,11,581.850961
1.0,34,581.863643
0.0,29,581.874263
1.0,16,581.886907
0.0,17,581.896669
1.0,34,581.917681
0.0,21,581.924764
0.0,1,581.935582
0.0,148,581.982495
1.0,14,581.991899
0.0,7,582.00512
1.0,108,582.05614
1.0,24,582.063353
1.0,10,582.072185
0.0,18,582.079167
1.0,114,582.132612
0.0,7,582.139404
1.0,114,582.196066
0.0,28,582.222744
0.0,17,582.239487
0.0,35,582.254542
0.0,2,582.282491
0.0,7,582.293171
0.0,2,582.305436
0.0,22,582.331957
1.0,118,582.382943
0.0,2,582.393708
1.0,78,582.418422
0.0,47,582.427279
1.0,28,582.447531
0.0,25,582.463378
1.0,8,582.474756
0.0,1,582.485319
1.0,51,582.506142
0.0,28,582.517707
0.0,24,582.534262
0.0,27,582.544971
1.0,40,582.565092
0.0,9,582.590022
1.0,47,582.607937
0.0,17,582.61475
1.0,7,582.625457
0.0,3,582.631541
0.0,13,582.658031
0.0,8,582.664176
1.0,29,582.683597
0.0,61,582.718348
0.0,2,582.747531
0.0,66,582.778075
0.0,7,582.791167
0.0,10,582.80393
1.0,8,582.814957
0.0,68,582.852875
0.0,26,582.864667
0.0,44,582.873302
1.0,36,582.893596
0.0,28,582.908127
1.0,67,582.932056
0.0,4,582.93861
0.0,11,582.952177
0.0,46,582.969948
1.0,76,582.993189
0.0,32,583.007926
1.0,63,583.031712
0.0,15,583.05798
1.0,109,583.113272
0.0,5,583.119097
1.0,123,583.175379
0.0,2,583.188532
1.0,70,583.211746
0.0,33,583.219348
0.0,40,583.241771
0.0,26,583.255955
1.0,20,583.267473
0.0,2,583.279965
1.0,14,583.291872
0.0,2,583.297883
1.0,67,583.322053
0.0,29,583.336727
1.0,109,583.392688
0.0,5,583.399154
1.0,57,583.422556
0.0,22,583.436696
1.0,20,583.449534
0.0,60,583.463341
1.0,13,583.475804
0.0,33,583.493745
1.0,44,583.506969
0.0,3,583.534884
1.0,37,583.55555
0.0,52,583.56901
1.0,52,583.592719
0.0,47,583.622741
1.0,45,583.644382
0.0,37,583.661234
0.0,2,583.673461
0.0,11,583.684573
0.0,56,583.725702
0.0,12,583.739842
0.0,107,583.791713
0.0,89,583.808367
0.0,4,583.82133
1.0,20,583.830836
1.0,73,583.856311
0.0,10,583.862429
1.0,27,583.881904
0.0,1,583.887814
1.0,17,583.899598
0.0,2,583.927149
0.0,1,583.937809
0.0,12,583.953974
1.0,12,583.964976
0.0,10,583.975534
0.0,3,583.983635
0.0,3,584.011536
1.0,27,584.030211
0.0,15,584.046737
1.0,29,584.065397
0.0,12,584.07605
1.0,11,584.087376
0.0,17,584.103226
1.0,36,584.122969
0.0,19,584.134355
0.0,11,584.1504
0.0,33,584.162394
1.0,43,584.180346
1.0,79,584.191004
1.0,104,584.240519
0.0,7,584.253835
1.0,37,584.273084
0.0,22,584.289312
1.0,11,584.300295
1.0,25,584.307699
1.0,43,584.327237
0.0,11,584.333508
0.0,23,584.34358
0.0,25,584.373036
0.0,85,584.42385
1.0,88,584.445671
1.0,28,584.464558
0.0,18,584.475616
0.0,53,584.51544
0.0,81,584.537324
1.0,36,584.557465
0.0,55,584.586299
1.0,33,584.597423
0.0,4,584.61034
1.0,13,584.621668
0.0,7,584.634724
1.0,17,584.64511
0.0,49,584.661284
0.0,96,584.712844
0.0,39,584.748184
0.0,53,584.768546
0.0,9,584.793772
0.0,1,584.80374
0.0,42,584.818043
1.0,46,584.835604
0.0,52,584.854217
0.0,3,584.878818
0.0,19,584.890762
1.0,38,584.910749
0.0,5,584.917228
1.0,62,584.939077
0.0,11,584.950561
0.0,8,584.963069
0.0,15,584.978021
1.0,14,584.989218
0.0,15,585.01477
1.0,49,585.037249
0.0,11,585.048976
0.0,72,585.092559
0.0,25,585.118758
1.0,57,585.143121
0.0,45,585.160609
1.0,109,585.213485
0.0,63,585.249765
1.0,46,585.26298
0.0,7,585.275359
1.0,10,585.28693
0.0,14,585.29864
1.0,70,585.321627
0.0,42,585.360239
0.0,18,585.392128
0.0,31,585.404012
0.0,25,585.435178
0.0,4,585.444013
1.0,29,585.463124
0.0,23,585.470123
1.0,41,585.490403
0.0,23,585.497518
0.0,25,585.513705
0.0,18,585.524566
0.0,26,585.541274
0.0,27,585.570234
1.0,114,585.621192
0.0,25,585.635794
1.0,103,585.69002
0.0,40,585.70619
0.0,60,585.750384
0.0,15,585.756945
1.0,28,585.776789
0.0,2,585.801593
1.0,12,585.810859
0.0,2,585.821171
1.0,71,585.844271
0.0,18,585.873158
0.0,28,585.892874
0.0,12,585.918347
1.0,41,585.938046
0.0,45,585.94962
1.0,118,586.003534
0.0,67,586.039766
1.0,105,586.094631
0.0,12,586.107528
1.0,19,586.119158
0.0,7,586.134012
1.0,35,586.152644
0.0,7,586.165326
0.0,3,586.173984
0.0,57,586.202188
0.0,1,586.226423
0.0,13,586.237705
1.0,33,586.257523
0.0,3,586.265677
1.0,61,586.290147
0.0,6,586.303128
0.0,2,586.31608
1.0,20,586.327798
0.0,5,586.336456
0.0,84,586.356973
1.0,119,586.406125
0.0,85,586.445069
0.0,77,586.492289
0.0,1,586.502288
0.0,2,586.510198
0.0,16,586.539121
0.0,7,586.550666
0.0,17,586.557503
1.0,42,586.578083
0.0,1,586.589006
1.0,50,586.6125
0.0,43,586.625614
1.0,11,586.634621
0.0,2,586.643509
0.0,94,586.692947
0.0,6,586.701668
1.0,116,586.755441
0.0,17,586.76717
1.0,45,586.78094
0.0,17,586.807236
0.0,46,586.852642
0.0,9,586.865952
1.0,109,586.920393
0.0,6,586.931435
0.0,13,586.945498
0.0,21,586.975849
1.0,57,586.995556
0.0,24,587.026463
1.0,12,587.035812
0.0,34,587.053966
1.0,98,587.104773
1.0,52,587.126529
0.0,56,587.151484
0.0,13,587.164651
0.0,4,587.177175
0.0,8,587.203329
1.0,43,587.217123
0.0,18,587.23256
1.0,90,587.284303
0.0,105,587.308878
0.0,3,587.321949
0.0,62,587.338414
1.0,99,587.394778
0.0,8,587.405758
0.0,20,587.41557
0.0,33,587.425558
0.0,2,587.438163
0.0,4,587.447072
0.0,64,587.470761
0.0,83,587.484265
1.0,33,587.497824
0.0,2,587.526121
1.0,18,587.53817
1.0,28,587.548735
1.0,23,587.562407
0.0,39,587.576058
1.0,36,587.589963
0.0,20,587.599893
0.0,8,587.613538
0.0,1,587.623882
1.0,22,587.633705
0.0,9,587.640436
1.0,18,587.653228
0.0,8,587.664151
1.0,52,587.688404
1.0,23,587.700148
1.0,78,587.725387
0.0,2,587.738211
1.0,57,587.762555
0.0,7,587.791436
1.0,10,587.803117
0.0,16,587.829472
0.0,51,587.87128
1.0,21,587.87904
0.0,44,587.898226
0.0,41,587.91411
1.0,45,587.935579
0.0,9,587.947077
1.0,49,587.968102
0.0,15,587.974811
1.0,96,588.031341
0.0,21,588.04141
0.0,65,588.081675
0.0,13,588.093457
0.0,26,588.113309
0.0,1,588.123419
0.0,2,588.136063
0.0,16,588.150259
1.0,40,588.163655
0.0,10,588.169975
0.0,32,588.207551
0.0,14,588.216238
0.0,33,588.232659
0.0,10,588.244161
1.0,7,588.255072
0.0,60,588.289674
0.0,15,588.306394
0.0,44,588.321449
1.0,52,588.346029
0.0,9,588.352647
1.0,64,588.374668
0.0,120,588.424419
1.0,48,588.446106
0.0,18,588.459984
0.0,23,588.493078
0.0,30,588.509385
0.0,26,588.525582
0.0,49,588.54422
0.0,8,588.572906
0.0,14,588.582412
1.0,41,588.596885
0.0,35,588.615128
1.0,43,588.626341
0.0,12,588.653502
1.0,52,588.676531
0.0,32,588.692961
1.0,33,588.705669
0.0,28,588.72253
0.0,18,588.7387
0.0,16,588.752686
0.0,22,588.770719
0.0,11,588.799511
1.0,121,588.857235
0.0,12,588.882728
1.0,27,588.902617
0.0,30,588.933346
0.0,54,588.977804
0.0,11,589.003523
1.0,104,589.05905
0.0,4,589.067754
1.0,101,589.123446
0.0,15,589.13519
1.0,15,589.147719
0.0,3,589.158301
1.0,31,589.175791
0.0,42,589.191337
1.0,53,589.214823
0.0,25,589.243653
0.0,33,589.256944
0.0,1,589.267056
1.0,39,589.280181
0.0,13,589.309387
1.0,32,589.329002
0.0,104,589.3661
1.0,50,589.387628
0.0,39,589.405414
0.0,24,589.422231
0.0,16,589.434041
1.0,46,589.455531
0.0,2,589.463464
1.0,36,589.483361
0.0,32,589.498243
0.0,97,589.551704
0.0,15,589.562511
0.0,23,589.579096
0.0,41,589.594702
0.0,19,589.626638
0.0,16,589.638556
1.0,49,589.659784
0.0,13,589.670627
1.0,15,589.681879
0.0,4,589.690474
1.0,62,589.71447
0.0,23,589.725634
0.0,38,589.76611
0.0,3,589.778233
1.0,72,589.798245
0.0,4,589.810725
1.0,103,589.866112
0.0,2,589.895568
1.0,29,589.915108
0.0,18,589.926301
1.0,82,589.950715
0.0,2,589.963786
1.0,38,589.984179
0.0,15,589.993191
1.0,17,590.00507
0.0,29,590.019341
0.0,23,590.033506
0.0,23,590.050766
1.0,70,590.072685
0.0,10,590.085806
1.0,41,590.106709
0.0,3,590.114918
1.0,47,590.13542
0.0,18,590.164524
0.0,18,590.196134
1.0,17,590.208187
0.0,4,590.221074
0.0,38,590.235786
0.0,2,590.249417
0.0,2,590.25961
1.0,42,590.280138
0.0,91,590.320396
1.0,38,590.338485
0.0,15,590.352916
1.0,59,590.37648
0.0,22,590.388484
1.0,47,590.407237
0.0,9,590.418461
1.0,91,590.471065
0.0,12,590.482549
1.0,40,590.500474
0.0,3,590.511315
1.0,33,590.528191
0.0,2,590.541049
1.0,9,590.552781
0.0,9,590.565665
0.0,25,590.579719
0.0,25,590.60778
1.0,39,590.621866
