# {"t_start": 1755705826.1284919, "env_id": "Office-new-multiple-v0"} 
r,l,t
1.0,72,537.897217
0.0,54,537.915896
0.0,61,537.937034
0.0,46,537.950859
0.0,16,537.965397
0.0,3,537.973769
1.0,14,537.985377
0.0,16,537.996492
0.0,28,538.013793
0.0,21,538.025081
0.0,60,538.068129
0.0,5,538.094353
0.0,24,538.121606
0.0,12,538.134482
1.0,43,538.153331
0.0,12,538.183176
0.0,10,538.209707
0.0,53,538.2209
0.0,3,538.23094
0.0,25,538.261207
0.0,12,538.277134
0.0,10,538.288669
1.0,45,538.30336
0.0,47,538.332221
0.0,17,538.346758
0.0,9,538.3604
0.0,3,538.38732
0.0,75,538.407973
1.0,44,538.420286
0.0,2,538.428644
1.0,37,538.449461
0.0,56,538.484038
1.0,100,538.536487
0.0,6,538.543044
1.0,30,538.560448
0.0,8,538.570899
0.0,18,538.586613
0.0,2,538.596823
0.0,46,538.639048
0.0,3,538.649971
0.0,13,538.679594
0.0,68,538.715088
1.0,108,538.764507
0.0,14,538.771017
1.0,123,538.824754
0.0,51,538.856689
1.0,18,538.868945
0.0,24,538.880916
0.0,51,538.90154
0.0,9,538.910558
1.0,46,538.931772
0.0,2,538.944947
1.0,65,538.969401
0.0,2,538.975084
1.0,54,538.997737
0.0,10,539.007068
0.0,32,539.021451
0.0,20,539.034868
1.0,36,539.053323
0.0,11,539.061845
1.0,57,539.085151
0.0,17,539.091882
1.0,43,539.110781
0.0,34,539.143469
1.0,6,539.154401
0.0,10,539.168415
0.0,93,539.224612
0.0,14,539.235998
1.0,42,539.257702
0.0,10,539.266912
0.0,67,539.311128
0.0,51,539.341143
0.0,12,539.35478
0.0,31,539.369649
1.0,23,539.381915
0.0,53,539.41438
0.0,42,539.436356
0.0,5,539.447685
0.0,62,539.487581
0.0,3,539.497979
1.0,64,539.522405
0.0,2,539.534519
1.0,48,539.555746
0.0,17,539.571367
1.0,57,539.594297
0.0,2,539.607629
1.0,47,539.629584
0.0,6,539.64007
0.0,26,539.672452
0.0,12,539.683081
0.0,8,539.6934
0.0,4,539.706788
1.0,90,539.754425
0.0,36,539.766737
0.0,8,539.772902
0.0,19,539.785994
1.0,88,539.838792
0.0,2,539.867465
1.0,31,539.886676
0.0,8,539.912538
0.0,6,539.925141
0.0,55,539.956832
0.0,48,539.999528
0.0,94,540.02009
1.0,12,540.028813
0.0,20,540.060807
1.0,40,540.080642
0.0,21,540.089798
0.0,4,540.098021
0.0,73,540.115701
1.0,39,540.135616
0.0,89,540.179359
1.0,10,540.19042
0.0,52,540.206627
1.0,108,540.261373
0.0,9,540.274216
1.0,7,540.284854
0.0,47,540.295579
1.0,44,540.316639
0.0,20,540.346302
1.0,38,540.367433
0.0,96,540.401499
1.0,7,540.410798
0.0,2,540.423372
0.0,38,540.459576
0.0,31,540.476662
1.0,42,540.490253
0.0,29,540.50077
0.0,6,540.53046
0.0,50,540.544076
1.0,14,540.555896
0.0,17,540.569134
1.0,34,540.587232
0.0,25,540.615555
0.0,23,540.632441
1.0,37,540.641325
1.0,39,540.662339
0.0,21,540.677045
1.0,42,540.695361
0.0,49,540.70922
1.0,120,540.767158
0.0,8,540.780194
1.0,51,540.801073
0.0,8,540.826791
1.0,18,540.838348
0.0,34,540.851485
1.0,104,540.907315
0.0,24,540.916848
0.0,2,540.944633
0.0,46,540.972878
1.0,89,541.026102
0.0,46,541.038976
0.0,6,541.052663
0.0,7,541.058734
1.0,38,541.069555
0.0,13,541.082362
1.0,86,541.133535
0.0,19,541.14356
1.0,107,541.197962
0.0,42,541.211665
1.0,49,541.23606
0.0,55,541.248291
1.0,36,541.265632
0.0,1,541.290314
0.0,2,541.298404
0.0,28,541.313396
1.0,43,541.333461
0.0,4,541.34655
1.0,68,541.371526
0.0,14,541.382473
1.0,25,541.395057
0.0,18,541.40703
0.0,27,541.423573
0.0,10,541.436403
0.0,10,541.452451
0.0,26,541.464077
1.0,22,541.476177
0.0,14,541.489177
0.0,11,541.504921
0.0,13,541.533273
0.0,20,541.567605
0.0,10,541.580977
1.0,40,541.601792
0.0,32,541.616667
1.0,43,541.636988
0.0,32,541.651938
1.0,33,541.671637
0.0,42,541.684289
0.0,4,541.698938
0.0,3,541.710108
1.0,34,541.726689
0.0,17,541.753119
1.0,28,541.77222
0.0,4,541.782703
1.0,14,541.79389
0.0,5,541.799926
1.0,35,541.820024
0.0,12,541.83266
1.0,24,541.845036
0.0,6,541.851625
1.0,12,541.862837
0.0,12,541.891925
1.0,12,541.903496
1.0,22,541.915841
1.0,13,541.924699
0.0,43,541.955322
1.0,44,541.975619
0.0,5,541.987985
1.0,62,542.010217
0.0,19,542.038285
1.0,13,542.05025
1.0,33,542.060626
1.0,70,542.084975
0.0,39,542.101975
1.0,33,542.115489
0.0,73,542.136574
0.0,25,542.170451
0.0,80,542.183619
1.0,42,542.196792
0.0,8,542.208295
0.0,2,542.235539
0.0,56,542.244966
1.0,18,542.257256
0.0,17,542.273334
1.0,13,542.284756
0.0,4,542.310795
0.0,18,542.327196
0.0,49,542.341001
0.0,64,542.365813
0.0,1,542.37642
1.0,35,542.389406
0.0,88,542.431423
1.0,40,542.442656
0.0,45,542.451797
0.0,1,542.47611
0.0,71,542.51398
1.0,51,542.537253
0.0,57,542.546976
1.0,13,542.558665
1.0,48,542.579173
0.0,2,542.607604
0.0,7,542.61406
1.0,40,542.631425
0.0,34,542.663904
0.0,30,542.679045
0.0,16,542.685978
1.0,73,542.711505
0.0,1,542.722264
0.0,45,542.766932
0.0,7,542.779968
1.0,28,542.796903
0.0,7,542.806127
1.0,53,542.827561
0.0,21,542.839429
0.0,2,542.848109
0.0,51,542.879243
1.0,52,542.899019
0.0,7,542.912589
0.0,19,542.928237
1.0,80,542.948249
1.0,49,542.967538
0.0,7,542.995253
0.0,25,543.008231
0.0,17,543.023765
0.0,77,543.069337
0.0,43,543.082362
0.0,85,543.133026
0.0,9,543.146524
1.0,6,543.158206
0.0,2,543.183627
1.0,46,543.201639
0.0,1,543.212468
0.0,29,543.228663
0.0,40,543.24103
1.0,11,543.253277
0.0,26,543.28614
1.0,49,543.307312
0.0,89,543.322885
1.0,75,543.343976
1.0,65,543.36125
0.0,3,543.37366
0.0,4,543.383828
1.0,19,543.402307
0.0,31,543.419385
1.0,107,543.472143
0.0,14,543.481008
1.0,64,543.502566
0.0,63,543.525947
1.0,30,543.543658
0.0,32,543.556634
1.0,35,543.576671
0.0,2,543.589292
1.0,42,543.603176
1.0,19,543.615534
1.0,55,543.636805
0.0,20,543.651356
1.0,73,543.673488
0.0,14,543.698765
0.0,10,543.715054
0.0,90,543.733399
1.0,42,543.754127
0.0,16,543.765101
1.0,51,543.786327
0.0,29,543.800607
1.0,45,543.813076
0.0,10,543.840796
0.0,32,543.869523
0.0,3,543.875577
0.0,33,543.893262
0.0,9,543.909391
1.0,49,543.932145
0.0,2,543.944674
1.0,59,543.969219
1.0,25,543.983065
1.0,48,544.00409
0.0,46,544.034695
0.0,36,544.052638
0.0,26,544.069474
0.0,14,544.085021
0.0,9,544.097597
0.0,85,544.148846
0.0,16,544.162388
1.0,63,544.186441
0.0,2,544.198607
1.0,33,544.212463
0.0,26,544.238363
1.0,128,544.294938
0.0,17,544.324637
0.0,88,544.379995
0.0,15,544.391266
0.0,104,544.443926
0.0,33,544.459494
1.0,35,544.473033
0.0,26,544.499871
0.0,5,544.528816
0.0,17,544.54181
0.0,26,544.554787
0.0,25,544.569034
1.0,12,544.580874
0.0,35,544.592879
0.0,9,544.619339
1.0,56,544.635244
1.0,39,544.656769
0.0,70,544.691725
1.0,38,544.712715
0.0,2,544.725236
0.0,32,544.756313
0.0,33,544.786417
1.0,42,544.800034
0.0,12,544.829803
1.0,37,544.850451
0.0,49,544.863911
0.0,26,544.881378
0.0,31,544.895533
1.0,9,544.907455
0.0,8,544.921304
0.0,104,544.974103
0.0,41,544.9897
0.0,2,545.018895
0.0,17,545.029972
0.0,26,545.042506
0.0,76,545.067738
1.0,60,545.090189
0.0,22,545.107026
1.0,15,545.11897
0.0,20,545.12804
0.0,57,545.17408
0.0,32,545.188777
0.0,21,545.202351
1.0,17,545.214484
1.0,63,545.239967
0.0,42,545.253717
0.0,18,545.285245
0.0,2,545.295001
1.0,36,545.315485
0.0,13,545.328202
1.0,12,545.33936
0.0,4,545.345523
1.0,95,545.398132
0.0,19,545.428091
1.0,68,545.449328
0.0,36,545.463893
1.0,47,545.475972
0.0,212,545.524286
0.0,2,545.553305
0.0,31,545.567705
1.0,14,545.579364
0.0,2,545.60764
0.0,68,545.651798
0.0,66,545.681277
0.0,2,545.710275
0.0,15,545.740281
0.0,8,545.753956
0.0,18,545.767597
0.0,26,545.784219
0.0,24,545.795643
1.0,39,545.816491
0.0,22,545.827505
1.0,18,545.837057
0.0,6,545.848025
1.0,38,545.865743
0.0,13,545.876797
1.0,71,545.902402
0.0,15,545.912227
1.0,111,545.967465
0.0,16,545.996473
1.0,39,546.013101
1.0,14,546.019879
0.0,91,546.071701
0.0,22,546.085899
1.0,9,546.097142
0.0,15,546.106713
1.0,20,546.116592
0.0,106,546.137223
1.0,29,546.158009
0.0,17,546.172286
1.0,15,546.183769
0.0,31,546.197657
1.0,50,546.219332
0.0,162,546.243801
0.0,10,546.257795
0.0,59,546.290194
1.0,10,546.30161
1.0,42,546.315467
1.0,60,546.339357
0.0,7,546.350466
0.0,80,546.399877
1.0,11,546.409468
1.0,74,546.434697
0.0,1,546.460786
1.0,28,546.48074
0.0,8,546.493501
0.0,75,546.538332
0.0,51,546.552701
0.0,42,546.572533
0.0,14,546.579134
1.0,57,546.600392
0.0,16,546.614956
0.0,25,546.645454
0.0,9,546.659415
1.0,61,546.683951
0.0,17,546.710974
1.0,121,546.768206
0.0,9,546.774704
0.0,29,546.807436
0.0,1,546.832421
0.0,99,546.882565
0.0,13,546.892121
0.0,3,546.905603
0.0,615,546.957119
0.0,2,546.970139
0.0,48,546.983789
1.0,11,546.994929
0.0,35,547.01063
1.0,47,547.031282
0.0,55,547.047182
1.0,55,547.066297
1.0,23,547.078731
0.0,36,547.101088
0.0,40,547.114903
1.0,118,547.165843
0.0,7,547.172496
0.0,12,547.18841
0.0,12,547.197193
1.0,61,547.222205
0.0,2,547.234472
1.0,63,547.259082
0.0,3,547.272073
1.0,21,547.282423
0.0,3,547.294829
1.0,28,547.315136
0.0,36,547.344969
0.0,1,547.35568
0.0,20,547.370216
1.0,31,547.389953
0.0,22,547.399212
1.0,42,547.419942
0.0,15,547.432817
1.0,6,547.443835
0.0,6,547.45738
0.0,50,547.478587
0.0,11,547.485228
1.0,68,547.510436
0.0,44,547.523879
1.0,34,547.543049
0.0,10,547.572021
1.0,41,547.591749
0.0,15,547.621466
1.0,36,547.634754
0.0,8,547.64401
1.0,22,547.656601
0.0,63,547.68862
1.0,15,547.697878
0.0,12,547.709519
1.0,55,547.730675
0.0,114,547.774571
0.0,27,547.790727
0.0,54,547.824843
0.0,18,547.837994
1.0,14,547.849027
1.0,9,547.85773
0.0,9,547.883265
0.0,39,547.903508
0.0,12,547.910541
0.0,29,547.927705
0.0,22,547.940005
1.0,30,547.960116
0.0,24,547.974311
1.0,15,547.985959
0.0,70,548.005572
1.0,101,548.054626
0.0,27,548.083964
1.0,21,548.09587
0.0,7,548.125241
1.0,30,548.144255
0.0,133,548.187415
1.0,7,548.199046
0.0,2,548.210087
0.0,51,548.233774
1.0,50,548.248284
1.0,69,548.274108
0.0,58,548.284013
0.0,43,548.329674
0.0,38,548.3407
0.0,41,548.36148
0.0,12,548.375363
1.0,24,548.387824
0.0,8,548.418282
0.0,36,548.438147
0.0,18,548.452777
1.0,71,548.47667
0.0,4,548.489275
1.0,52,548.513396
0.0,31,548.530529
1.0,52,548.555185
0.0,2,548.565386
1.0,67,548.587152
0.0,127,548.608474
0.0,89,548.657678
0.0,53,548.6763
1.0,63,548.700063
0.0,4,548.713756
1.0,44,548.727586
0.0,5,548.738832
0.0,2,548.752293
0.0,84,548.770177
1.0,19,548.782148
0.0,14,548.79326
0.0,2,548.82288
0.0,8,548.834121
0.0,2,548.847538
0.0,8,548.859075
1.0,93,548.915277
0.0,12,548.926646
1.0,51,548.948652
1.0,65,548.970544
1.0,56,548.99138
0.0,22,549.005913
1.0,13,549.018309
0.0,6,549.043365
0.0,24,549.062688
0.0,77,549.10345
1.0,18,549.116311
0.0,4,549.144306
1.0,67,549.167489
0.0,59,549.204947
0.0,1,549.215713
0.0,4,549.226872
1.0,49,549.249192
0.0,13,549.262805
0.0,17,549.279294
0.0,12,549.29047
1.0,10,549.302183
0.0,4,549.310941
0.0,5,549.32413
0.0,63,549.341217
0.0,2,549.354597
0.0,26,549.366812
0.0,56,549.413648
1.0,68,549.426741
0.0,38,549.446391
0.0,17,549.477738
1.0,44,549.497166
0.0,14,549.509005
0.0,14,549.538134
0.0,11,549.549389
0.0,2,549.558104
0.0,7,549.566899
0.0,11,549.578521
0.0,6,549.604342
1.0,102,549.663067
0.0,63,549.680115
1.0,13,549.691838
0.0,8,549.721871
0.0,30,549.734733
0.0,17,549.749241
1.0,101,549.804563
0.0,17,549.816698
0.0,12,549.832017
0.0,6,549.842661
0.0,8,549.856622
0.0,39,549.873561
1.0,45,549.885159
0.0,5,549.897661
1.0,70,549.922838
0.0,31,549.953079
0.0,3,549.968133
0.0,4,549.976297
1.0,33,549.99516
0.0,116,550.033291
1.0,62,550.054973
0.0,56,550.068722
1.0,88,550.118852
0.0,53,550.136627
0.0,40,550.176755
0.0,6,550.185013
1.0,7,550.195612
0.0,8,550.208631
1.0,109,550.258758
0.0,18,550.267715
1.0,38,550.287552
0.0,20,550.3014
0.0,8,550.315337
0.0,17,550.345713
1.0,48,550.358132
0.0,6,550.370994
1.0,27,550.390446
0.0,1000,550.468124
1.0,64,550.491574
0.0,43,550.502109
1.0,10,550.514084
0.0,29,550.525834
1.0,61,550.549244
0.0,20,550.578745
1.0,48,550.59406
0.0,22,550.621296
0.0,30,550.641296
0.0,5,550.670736
0.0,40,550.703007
0.0,61,550.722263
0.0,10,550.750696
0.0,55,550.791613
1.0,8,550.802373
0.0,48,550.818744
1.0,14,550.828092
0.0,6,550.838477
1.0,19,550.850078
0.0,22,550.877347
1.0,41,550.890827
0.0,42,550.919162
1.0,32,550.932028
0.0,8,550.942865
1.0,54,550.966498
0.0,2,550.993593
1.0,30,551.013395
0.0,25,551.025537
0.0,7,551.031816
0.0,15,551.046974
1.0,61,551.071057
0.0,22,551.096545
1.0,57,551.120841
0.0,30,551.136828
1.0,35,551.150273
0.0,37,551.160894
1.0,11,551.169654
0.0,5,551.17777
1.0,12,551.188707
0.0,40,551.221939
0.0,111,551.271033
0.0,67,551.301934
1.0,72,551.327216
0.0,15,551.335996
0.0,1,551.345658
0.0,2,551.358495
1.0,57,551.380338
0.0,3,551.392688
1.0,7,551.401196
0.0,16,551.413316
0.0,37,551.430489
0.0,50,551.469008
0.0,43,551.486885
1.0,63,551.502886
1.0,38,551.523533
0.0,46,551.536329
0.0,69,551.582224
0.0,8,551.588372
0.0,33,551.621563
0.0,32,551.635821
1.0,30,551.65634
0.0,10,551.665613
1.0,50,551.686843
0.0,6,551.69934
1.0,13,551.711162
0.0,12,551.724576
1.0,15,551.733385
0.0,4,551.743492
1.0,12,551.753072
0.0,16,551.782443
1.0,9,551.79314
0.0,45,551.823655
1.0,107,551.876344
1.0,23,551.888299
1.0,97,551.935244
1.0,73,551.957354
1.0,9,551.968414
0.0,10,551.98208
0.0,2,552.009856
0.0,7,552.038574
1.0,54,552.062015
0.0,13,552.068453
1.0,11,552.079613
0.0,19,552.110781
1.0,73,552.135562
0.0,19,552.142479
1.0,61,552.164113
0.0,18,552.175109
0.0,5,552.187663
0.0,25,552.196959
1.0,68,552.222043
0.0,48,552.234977
0.0,64,552.279878
1.0,26,552.289311
0.0,85,552.339982
1.0,20,552.349332
0.0,2,552.378367
0.0,39,552.409509
1.0,9,552.421427
0.0,54,552.432588
0.0,6,552.46115
0.0,2,552.473902
0.0,2,552.486127
0.0,2,552.49399
0.0,5,552.502269
0.0,7,552.513581
1.0,60,552.536987
0.0,97,552.572711
1.0,58,552.596135
0.0,16,552.605086
0.0,11,552.619387
0.0,18,552.632541
1.0,10,552.644555
0.0,13,552.651555
1.0,109,552.703353
0.0,8,552.712627
1.0,108,552.768119
0.0,45,552.785424
1.0,44,552.798893
0.0,34,552.814254
0.0,80,552.86423
0.0,12,552.875929
0.0,99,552.927887
1.0,13,552.939116
1.0,42,552.960153
0.0,23,552.972378
0.0,47,552.994722
0.0,34,553.013044
0.0,12,553.041831
0.0,97,553.082047
1.0,44,553.099897
0.0,4,553.113308
1.0,32,553.132977
0.0,15,553.139556
1.0,18,553.15135
0.0,9,553.164483
1.0,63,553.188189
1.0,85,553.203854
0.0,23,553.221452
0.0,51,553.238215
1.0,10,553.249629
0.0,63,553.278067
0.0,50,553.300382
0.0,6,553.30662
1.0,102,553.359235
0.0,143,553.402144
0.0,19,553.414171
0.0,43,553.444657
0.0,46,553.467255
0.0,91,553.50054
1.0,11,553.512379
1.0,81,553.532664
0.0,42,553.549973
0.0,93,553.570763
1.0,49,553.591004
0.0,4,553.596895
1.0,115,553.653953
0.0,9,553.665394
1.0,19,553.67754
1.0,11,553.686253
0.0,23,553.702502
1.0,17,553.712141
1.0,30,553.729578
0.0,19,553.745606
1.0,102,553.798146
0.0,54,553.81445
1.0,25,553.831288
0.0,6,553.841572
1.0,6,553.852548
1.0,52,553.864289
1.0,16,553.875865
0.0,27,553.883699
0.0,37,553.90353
0.0,26,553.916077
1.0,36,553.933804
0.0,12,553.944842
1.0,43,553.964975
0.0,44,553.992127
1.0,57,554.01448
0.0,10,554.026117
0.0,22,554.039964
0.0,13,554.055465
1.0,56,554.078798
0.0,13,554.107342
0.0,4,554.120805
0.0,6,554.146038
1.0,62,554.171492
0.0,30,554.186356
1.0,102,554.240798
0.0,3,554.250926
0.0,17,554.264856
0.0,19,554.28109
1.0,17,554.290344
0.0,16,554.320016
1.0,10,554.330936
0.0,4,554.339123
1.0,41,554.351931
0.0,3,554.362554
0.0,57,554.40275
0.0,5,554.408641
1.0,41,554.422906
0.0,39,554.437366
0.0,50,554.457803
0.0,12,554.468593
1.0,19,554.480094
0.0,40,554.49438
1.0,15,554.505576
0.0,20,554.53593
1.0,60,554.559783
0.0,64,554.594332
0.0,59,554.639472
0.0,44,554.654696
0.0,63,554.699057
0.0,48,554.727151
1.0,109,554.781193
1.0,76,554.798563
1.0,7,554.809413
0.0,8,554.820777
0.0,2,554.832735
0.0,70,554.853646
0.0,34,554.886865
0.0,2,554.914557
0.0,51,554.934952
0.0,64,554.946612
0.0,14,554.953291
0.0,22,554.982451
0.0,2,554.994426
0.0,44,555.009147
1.0,39,555.029649
0.0,53,555.059383
1.0,111,555.110634
0.0,4,555.117164
1.0,27,555.135859
0.0,3,555.143682
1.0,51,555.162106
0.0,41,555.177124
0.0,18,555.205354
0.0,6,555.23377
1.0,126,555.285034
0.0,11,555.297677
0.0,23,555.329675
0.0,16,555.358407
0.0,34,555.376178
0.0,33,555.402296
0.0,21,555.414359
0.0,24,555.428329
1.0,21,555.440072
0.0,13,555.450819
1.0,43,555.464896
0.0,35,555.491096
0.0,17,555.504077
0.0,6,555.532532
0.0,41,555.551622
0.0,83,555.59412
0.0,14,555.605058
0.0,26,555.635214
1.0,115,555.695947
0.0,13,555.70871
1.0,7,555.720471
0.0,12,555.726779
1.0,11,555.735465
0.0,1,555.745143
1.0,56,555.768284
0.0,18,555.775636
0.0,27,555.806811
0.0,9,555.835512
0.0,10,555.864051
0.0,3,555.874684
0.0,51,555.919476
0.0,2,555.927495
0.0,2,555.935246
0.0,4,555.947262
1.0,99,555.997967
1.0,16,556.004715
1.0,65,556.029142
0.0,30,556.042845
0.0,15,556.074811
0.0,13,556.087748
0.0,28,556.103896
1.0,41,556.119411
0.0,2,556.131585
0.0,6,556.141699
1.0,35,556.161083
0.0,12,556.176028
0.0,22,556.189532
0.0,3,556.20429
0.0,2,556.217724
0.0,22,556.256956
0.0,18,556.389736
0.0,15,556.446286
0.0,34,556.547224
0.0,18,556.698
0.0,28,556.778779
0.0,20,556.830371
1.0,44,556.924656
0.0,73,557.005289
1.0,117,557.205343
0.0,78,557.267815
0.0,18,557.307794
0.0,2,557.327703
1.0,36,557.368841
1.0,10,557.389278
1.0,44,557.452417
0.0,20,557.485802
0.0,2,557.566854
0.0,23,557.604931
1.0,115,557.738822
0.0,10,557.765069
1.0,43,557.813093
0.0,3,557.82739
0.0,47,557.868394
0.0,5,557.887607
0.0,96,557.990009
0.0,12,558.013646
0.0,67,558.105768
1.0,26,558.121227
1.0,43,558.160719
0.0,5,558.172377
1.0,70,558.215514
0.0,71,558.252118
1.0,14,558.273636
0.0,5,558.285058
1.0,102,558.379044
0.0,96,558.424466
0.0,7,558.473165
0.0,43,558.498969
1.0,18,558.519208
0.0,1,558.536134
1.0,22,558.555895
0.0,6,558.602467
0.0,31,558.626618
0.0,18,558.651629
1.0,106,558.733665
0.0,61,558.785645
1.0,38,558.805697
0.0,32,558.820628
1.0,9,558.867908
0.0,141,559.088605
1.0,116,559.280374
0.0,25,559.373469
0.0,8,559.417213
0.0,13,559.438126
0.0,22,559.488931
0.0,49,559.535447
1.0,120,559.679643
0.0,89,559.727806
1.0,31,559.771515
0.0,32,559.791177
1.0,39,559.84051
0.0,8,559.908458
1.0,63,559.963251
0.0,14,559.993032
0.0,30,560.03052
0.0,17,560.050543
1.0,60,560.100786
0.0,15,560.133529
1.0,13,560.156872
0.0,40,560.18705
0.0,5,560.212899
0.0,2,560.268221
0.0,2,560.292884
0.0,44,560.352163
0.0,4,560.405014
0.0,8,560.424832
1.0,13,560.445286
0.0,64,560.501062
0.0,33,560.561527
0.0,54,560.619431
1.0,6,560.649382
0.0,56,560.809723
1.0,57,560.926647
0.0,4,560.983101
1.0,19,561.036373
0.0,84,561.116758
0.0,17,561.171926
0.0,8,561.280818
0.0,86,561.445431
0.0,16,561.525813
1.0,15,561.55927
0.0,3,561.583388
1.0,17,561.617103
0.0,83,561.66519
1.0,112,561.802524
0.0,17,561.835644
1.0,118,561.955434
0.0,33,562.027694
0.0,83,562.135316
0.0,46,562.162213
0.0,21,562.222059
0.0,19,562.248489
1.0,42,562.287821
1.0,36,562.308151
1.0,92,562.402335
1.0,23,562.43202
0.0,42,562.50442
0.0,10,562.515644
0.0,31,562.544373
1.0,36,562.565926
0.0,1,562.575871
0.0,18,562.591642
1.0,41,562.614659
0.0,2,562.661079
1.0,56,562.699715
0.0,17,562.717979
1.0,59,562.755201
0.0,83,562.786578
0.0,12,562.807791
0.0,18,562.828564
1.0,16,562.846421
0.0,5,562.859288
0.0,9,562.902937
0.0,30,562.923898
0.0,20,562.962733
1.0,61,562.980786
1.0,31,563.009306
0.0,31,563.029902
0.0,14,563.048971
1.0,14,563.065015
1.0,67,563.099491
0.0,7,563.114378
0.0,2,563.152956
0.0,130,563.181112
1.0,45,563.200205
0.0,25,563.216275
0.0,3,563.253914
0.0,14,563.271646
0.0,25,563.293601
0.0,2,563.330138
0.0,2,563.346359
0.0,5,563.379058
0.0,50,563.434186
0.0,13,563.445528
1.0,49,563.474349
0.0,8,563.49074
1.0,36,563.507092
0.0,5,563.522344
1.0,108,563.587278
0.0,28,563.604129
1.0,32,563.624007
0.0,34,563.664243
1.0,10,563.677496
0.0,24,563.709423
1.0,38,563.729453
0.0,1,563.740761
1.0,44,563.75579
0.0,10,563.767777
1.0,35,563.786721
0.0,8,563.79872
1.0,46,563.823022
1.0,21,563.835821
1.0,95,563.890651
0.0,10,563.89774
0.0,24,563.935723
0.0,10,563.94924
1.0,38,563.967366
0.0,11,563.980857
1.0,41,564.001302
0.0,13,564.010423
0.0,28,564.022743
0.0,9,564.031366
0.0,3,564.043967
1.0,75,564.063402
0.0,4,564.091526
0.0,65,564.107854
1.0,45,564.128189
0.0,50,564.141584
0.0,20,564.157554
0.0,62,564.171605
1.0,99,564.224586
0.0,40,564.239469
1.0,59,564.262833
0.0,18,564.269873
1.0,74,564.294044
0.0,30,564.310671
1.0,103,564.363016
1.0,13,564.370011
0.0,17,564.383805
0.0,37,564.394206
0.0,52,564.417138
0.0,7,564.445921
1.0,94,564.496683
0.0,17,564.506048
1.0,10,564.517431
0.0,23,564.547117
1.0,40,564.562542
0.0,127,564.60292
1.0,47,564.625682
0.0,4,564.651259
0.0,91,564.699745
0.0,38,564.714995
1.0,76,564.738444
1.0,48,564.756388
0.0,59,564.800002
0.0,43,564.813205
1.0,35,564.826671
0.0,13,564.852908
1.0,40,564.866284
0.0,39,564.883511
1.0,35,564.90125
0.0,22,564.915254
0.0,13,564.930954
0.0,2,564.943763
0.0,54,564.98876
0.0,60,565.00748
1.0,39,565.027225
0.0,30,565.053947
0.0,2,565.066333
1.0,104,565.089443
0.0,64,565.134129
0.0,4,565.140274
0.0,67,565.183618
0.0,4,565.192142
0.0,20,565.229419
0.0,42,565.245014
1.0,56,565.264093
0.0,71,565.303144
0.0,7,565.311949
0.0,47,565.340005
0.0,15,565.36896
0.0,60,565.383207
1.0,55,565.40231
0.0,23,565.431868
0.0,326,565.467702
1.0,65,565.482687
1.0,107,565.536964
0.0,45,565.564322
1.0,21,565.576546
0.0,63,565.605898
0.0,3,565.634278
0.0,46,565.652221
1.0,18,565.664181
0.0,1,565.674692
1.0,47,565.695156
0.0,20,565.709004
0.0,52,565.750215
0.0,62,565.779224
1.0,66,565.803567
0.0,10,565.814648
1.0,40,565.827922
0.0,11,565.839105
1.0,73,565.863746
0.0,56,565.880085
1.0,13,565.891716
0.0,26,565.903763
0.0,3,565.916457
1.0,41,565.927023
0.0,47,565.970344
0.0,62,565.989198
1.0,9,566.000494
1.0,52,566.009894
1.0,97,566.058823
0.0,29,566.071163
1.0,44,566.09114
0.0,10,566.116953
1.0,20,566.128995
0.0,30,566.141074
1.0,97,566.19303
0.0,20,566.207066
1.0,17,566.218703
0.0,20,566.247972
1.0,36,566.26482
0.0,4,566.293113
0.0,23,566.305179
0.0,899,566.369208
0.0,2,566.397387
0.0,2,566.410193
0.0,82,566.456581
0.0,6,566.467371
0.0,12,566.496057
0.0,24,566.510277
0.0,87,566.553789
0.0,29,566.565931
1.0,42,566.579596
0.0,8,566.592333
1.0,94,566.64627
0.0,64,566.662711
0.0,21,566.691138
0.0,17,566.702587
0.0,71,566.742766
0.0,3,566.767037
0.0,28,566.796744
0.0,70,566.816031
0.0,69,566.8551
0.0,6,566.867984
0.0,29,566.88492
0.0,4,566.895578
1.0,16,566.907583
0.0,12,566.936726
1.0,103,566.98649
0.0,12,567.012352
1.0,85,567.037709
1.0,100,567.058937
1.0,35,567.072263
0.0,2,567.100549
1.0,6,567.111639
0.0,8,567.124779
1.0,8,567.135937
0.0,36,567.165277
0.0,2,567.175556
0.0,39,567.190272
1.0,24,567.202787
0.0,45,567.211509
1.0,21,567.223691
0.0,20,567.239678
0.0,78,567.286659
0.0,26,567.294276
1.0,40,567.307649
0.0,19,567.319185
1.0,44,567.339357
0.0,34,567.374039
1.0,54,567.394833
0.0,35,567.410252
1.0,6,567.422113
0.0,80,567.43763
1.0,33,567.455281
0.0,21,567.469169
0.0,4,567.479781
0.0,8,567.490352
1.0,57,567.513524
0.0,24,567.542622
1.0,19,567.554281
0.0,8,567.567251
1.0,68,567.591644
0.0,11,567.598339
1.0,28,567.617687
0.0,2,567.627858
0.0,12,567.638953
0.0,21,567.646164
1.0,57,567.667473
0.0,2,567.695485
0.0,38,567.733219
0.0,21,567.762426
0.0,11,567.790925
0.0,28,567.817267
0.0,4,567.827837
0.0,2,567.840377
0.0,5,567.853198
0.0,64,567.865202
1.0,37,567.878541
0.0,36,567.905423
